EmpID,Age,MaritalStatus,JobRole,Attrition,BusinessTravel,HourlyRate,DailyRate,MonthlyIncome,YearlyIncome,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1171,27,Single,Research Scientist,No,Travel_Frequently,87,591,2580,30960,Research & Development,2,3,Medical,4,Male,3,1,4,2,No,13,3,3,80,0,6,0,2,4,2,1,2
1172,40,Single,Laboratory Technician,Yes,Travel_Rarely,73,1329,2166,25992,Research & Development,7,3,Life Sciences,1,Male,3,1,1,3,Yes,14,3,2,80,0,10,3,1,4,2,0,3
1173,29,Single,Sales Executive,No,Travel_Rarely,42,469,5869,70428,Sales,10,3,Medical,3,Male,2,2,3,9,No,11,3,3,80,0,8,2,3,5,2,1,4
1174,36,Married,Healthcare Representative,No,Travel_Rarely,42,711,8008,96096,Research & Development,5,4,Life Sciences,2,Female,3,3,1,4,No,12,3,3,80,2,9,6,3,3,2,0,2
1175,25,Divorced,Manufacturing Director,No,Travel_Frequently,77,772,5206,62472,Research & Development,2,1,Life Sciences,4,Male,4,2,3,1,No,17,3,3,80,2,7,6,3,7,7,0,7
1176,39,Married,Manufacturing Director,No,Travel_Rarely,66,492,5295,63540,Research & Development,12,3,Medical,4,Male,3,2,2,4,No,21,4,3,80,0,7,3,3,5,4,1,0
1177,49,Married,Research Director,No,Travel_Rarely,72,301,16413,196956,Research & Development,22,4,Other,1,Female,3,4,2,3,No,16,3,2,80,2,27,2,3,4,2,1,2
1178,50,Divorced,Research Director,No,Travel_Rarely,50,813,13269,159228,Research & Development,17,5,Life Sciences,4,Female,2,3,1,5,No,15,3,3,80,3,19,3,3,14,11,1,11
1179,20,Single,Sales Representative,No,Travel_Rarely,31,1141,2783,33396,Sales,2,3,Medical,3,Female,3,1,3,1,No,19,3,1,80,0,2,3,3,2,2,2,2
1180,34,Divorced,Research Scientist,No,Travel_Rarely,66,1130,5433,65196,Research & Development,3,3,Life Sciences,4,Female,3,2,2,1,No,12,3,3,80,1,11,2,3,11,8,7,9
1181,36,Single,Laboratory Technician,No,Travel_Rarely,77,311,2013,24156,Research & Development,7,3,Life Sciences,1,Male,3,1,2,2,No,11,3,3,80,0,15,4,3,4,3,1,3
1182,49,Married,Healthcare Representative,No,Travel_Rarely,41,465,13966,167592,Research & Development,6,1,Life Sciences,3,Female,2,4,3,2,Yes,19,3,2,80,1,30,3,3,15,11,2,12
1183,36,Married,Manufacturing Director,No,Non-Travel,33,894,4374,52488,Research & Development,1,4,Medical,4,Female,2,2,3,0,No,15,3,3,80,0,4,6,3,3,2,1,2
1184,36,Divorced,Healthcare Representative,No,Travel_Rarely,79,1040,6842,82104,Research & Development,3,2,Life Sciences,4,Male,4,2,1,6,No,20,4,1,80,1,13,3,3,5,4,0,4
1185,54,Married,Manager,No,Travel_Rarely,91,584,17426,209112,Research & Development,22,5,Medical,2,Female,3,4,3,3,No,25,4,3,80,1,36,6,3,10,8,4,7
1186,43,Married,Research Director,No,Travel_Rarely,65,1291,17603,211236,Research & Development,15,2,Life Sciences,3,Male,2,4,3,1,No,24,4,1,80,1,14,3,3,14,10,6,11
1187,35,Single,Sales Executive,Yes,Travel_Frequently,36,880,4581,54972,Sales,12,4,Other,4,Male,3,2,4,3,Yes,24,4,1,80,0,13,2,4,11,9,6,7
1188,38,Married,Research Scientist,No,Travel_Frequently,90,1189,4735,56820,Research & Development,1,3,Life Sciences,4,Male,3,2,4,7,No,15,3,4,80,2,19,4,4,13,11,2,9
1189,29,Divorced,Sales Executive,No,Travel_Rarely,43,991,4187,50244,Sales,5,3,Medical,1,Male,2,2,2,1,Yes,13,3,2,80,1,10,3,2,10,0,0,9
1190,33,Divorced,Sales Executive,No,Travel_Rarely,93,392,5505,66060,Sales,2,4,Medical,4,Male,3,2,4,1,No,14,3,3,80,2,6,5,3,6,2,0,4
1191,32,Divorced,Research Scientist,No,Travel_Rarely,45,977,5470,65640,Research & Development,2,3,Medical,4,Male,3,2,2,0,No,13,3,3,80,2,10,4,2,9,5,1,6
1192,31,Married,Sales Executive,No,Travel_Rarely,67,1112,5476,65712,Sales,5,4,Life Sciences,1,Female,3,2,4,1,No,11,3,1,80,2,10,2,3,10,0,0,2
1193,49,Divorced,Laboratory Technician,No,Travel_Rarely,74,464,2587,31044,Research & Development,16,3,Medical,4,Female,3,1,1,4,Yes,16,3,2,80,1,17,2,2,2,2,2,2
1194,38,Single,Laboratory Technician,No,Travel_Frequently,42,148,2440,29280,Research & Development,2,3,Medical,4,Female,2,1,2,1,No,22,4,2,80,0,4,3,3,4,3,3,3
1195,47,Divorced,Manager,No,Travel_Rarely,47,1225,15972,191664,Sales,2,4,Life Sciences,2,Female,4,4,2,6,No,14,3,3,80,3,29,2,3,3,2,1,2
1196,49,Single,Manager,No,Travel_Rarely,36,809,15379,184548,Research & Development,1,3,Life Sciences,3,Male,3,4,3,4,No,14,3,1,80,0,23,2,3,8,7,0,0
1197,41,Single,Sales Executive,No,Travel_Rarely,80,1206,7082,84984,Sales,23,2,Life Sciences,4,Male,3,3,3,3,Yes,16,3,4,80,0,21,2,3,2,0,0,2
1198,20,Single,Sales Representative,No,Travel_Rarely,54,727,2728,32736,Sales,9,1,Life Sciences,4,Male,3,1,1,1,No,11,3,1,80,0,2,3,3,2,2,0,2
1199,33,Divorced,Sales Executive,No,Non-Travel,36,530,5368,64416,Sales,16,3,Life Sciences,3,Female,3,2,4,1,Yes,25,4,3,80,1,7,2,3,6,5,1,2
1200,36,Married,Healthcare Representative,No,Travel_Rarely,80,1351,5347,64164,Research & Development,26,4,Life Sciences,1,Male,3,2,3,6,No,14,3,2,80,2,10,2,2,3,2,0,2
1201,44,Divorced,Human Resources,No,Travel_Rarely,44,528,3195,38340,Human Resources,1,3,Life Sciences,3,Female,3,1,4,4,Yes,18,3,1,80,3,8,2,3,2,2,2,2
1202,23,Single,Laboratory Technician,Yes,Travel_Rarely,93,1320,3989,47868,Research & Development,8,1,Medical,4,Male,2,1,3,1,Yes,11,3,1,80,0,5,2,3,5,4,1,2
1203,38,Married,Laboratory Technician,No,Travel_Rarely,87,1495,3306,39672,Research & Development,4,2,Medical,4,Female,3,1,3,7,No,19,3,4,80,1,7,5,2,0,0,0,0
1204,53,Married,Healthcare Representative,No,Travel_Rarely,48,1395,7005,84060,Research & Development,24,4,Medical,2,Male,4,3,4,3,No,15,3,3,80,0,11,2,3,4,3,1,2
1205,48,Married,Sales Representative,Yes,Travel_Frequently,95,708,2655,31860,Sales,7,2,Medical,4,Female,3,1,3,2,Yes,11,3,3,80,2,19,3,3,9,7,7,7
1206,32,Single,Laboratory Technician,Yes,Travel_Rarely,95,1259,1393,16716,Research & Development,2,4,Life Sciences,4,Male,3,1,2,1,No,12,3,1,80,0,1,2,3,1,0,0,0
1207,26,Single,Laboratory Technician,No,Non-Travel,76,786,2570,30840,Research & Development,7,3,Medical,4,Male,3,1,4,1,No,20,4,3,80,0,7,5,3,7,7,5,7
1208,55,Divorced,Research Scientist,No,Travel_Rarely,94,1441,3537,42444,Research & Development,22,3,Technical Degree,1,Male,2,1,2,5,No,12,3,4,80,1,8,1,3,4,2,1,2
1209,34,Married,Laboratory Technician,No,Travel_Rarely,57,1157,3986,47832,Research & Development,5,2,Medical,2,Male,2,2,4,1,No,14,3,3,80,1,15,3,4,15,10,4,13
1210,60,Divorced,Healthcare Representative,No,Travel_Rarely,92,370,10883,130596,Research & Development,1,4,Medical,3,Male,1,3,4,3,No,20,4,3,80,1,19,2,4,1,0,0,0
1211,33,Married,Laboratory Technician,No,Travel_Rarely,79,267,2028,24336,Research & Development,21,3,Medical,2,Male,4,1,2,1,No,18,3,4,80,3,14,6,3,14,11,2,13
1212,37,Divorced,Sales Executive,No,Travel_Frequently,31,1278,9525,114300,Sales,1,4,Medical,3,Male,1,2,4,1,No,14,3,3,80,2,6,2,2,6,3,1,3
1213,34,Married,Research Scientist,No,Travel_Rarely,35,678,2929,35148,Research & Development,19,3,Life Sciences,2,Female,2,1,4,1,No,12,3,2,80,0,10,3,3,10,9,8,7
1214,23,Divorced,Sales Representative,Yes,Travel_Rarely,99,427,2275,27300,Sales,7,3,Life Sciences,3,Male,3,1,4,1,Yes,21,4,2,80,1,3,2,3,3,2,0,2
1215,44,Married,Healthcare Representative,No,Travel_Rarely,96,921,7879,94548,Research & Development,2,3,Life Sciences,3,Female,4,3,4,1,Yes,19,3,2,80,1,9,2,3,8,7,6,7
1216,35,Single,Research Scientist,No,Travel_Frequently,79,146,4930,59160,Research & Development,2,4,Medical,1,Male,2,1,4,0,Yes,14,3,3,80,0,6,2,4,5,4,1,4
1217,43,Married,Sales Executive,No,Travel_Rarely,73,1179,7847,94164,Sales,2,3,Medical,4,Male,3,2,4,1,Yes,17,3,1,80,1,10,3,3,10,9,8,8
1218,24,Married,Research Scientist,No,Travel_Rarely,62,581,4401,52812,Research & Development,9,3,Medical,3,Male,4,1,3,1,No,16,3,4,80,1,5,1,3,5,3,0,4
1219,41,Single,Sales Executive,No,Travel_Rarely,35,918,9241,110892,Sales,6,3,Marketing,4,Male,3,3,3,1,No,12,3,2,80,0,10,3,3,10,8,8,7
1220,29,Married,Laboratory Technician,No,Travel_Rarely,43,1082,2974,35688,Research & Development,9,4,Medical,4,Female,3,1,3,9,No,17,3,3,80,1,9,2,3,5,3,1,2
1221,36,Single,Sales Representative,No,Travel_Rarely,51,530,4502,54024,Sales,2,4,Life Sciences,3,Female,3,2,4,3,No,15,3,3,80,0,17,2,2,13,7,6,7
1222,45,Married,Healthcare Representative,No,Non-Travel,74,1238,10748,128976,Research & Development,1,1,Life Sciences,3,Male,2,3,3,3,No,23,4,4,80,1,25,3,2,23,15,14,4
1223,24,Married,Human Resources,Yes,Travel_Rarely,58,240,1555,18660,Human Resources,22,1,Human Resources,4,Male,1,1,3,1,No,11,3,3,80,1,1,2,3,1,0,0,0
1224,47,Married,Sales Executive,Yes,Travel_Frequently,82,1093,12936,155232,Sales,9,3,Life Sciences,3,Male,1,4,3,7,No,11,3,3,80,0,25,3,1,23,5,14,10
1225,26,Married,Laboratory Technician,No,Travel_Rarely,62,390,2305,27660,Research & Development,17,4,Medical,4,Male,1,1,3,1,No,15,3,3,80,3,3,3,4,3,2,0,2
1226,45,Single,Research Director,No,Travel_Rarely,48,1005,16704,200448,Research & Development,28,2,Technical Degree,4,Female,2,4,2,1,No,11,3,3,80,0,21,2,3,21,6,8,6
1227,32,Married,Research Scientist,No,Travel_Frequently,56,585,3433,41196,Research & Development,10,3,Life Sciences,1,Male,3,1,3,6,No,13,3,1,80,1,10,3,2,5,2,1,3
1228,31,Married,Laboratory Technician,No,Travel_Rarely,69,741,3477,41724,Research & Development,2,4,Life Sciences,2,Male,3,1,3,1,No,14,3,4,80,1,6,2,4,5,2,0,3
1229,41,Married,Human Resources,No,Non-Travel,60,552,6430,77160,Human Resources,4,3,Human Resources,3,Male,1,2,2,6,No,19,3,2,80,1,10,4,3,3,2,1,2
1230,40,Married,Manufacturing Director,No,Travel_Rarely,92,369,6516,78192,Research & Development,8,2,Life Sciences,2,Female,3,2,1,2,Yes,16,3,2,80,1,18,3,3,1,0,0,0
1231,24,Divorced,Laboratory Technician,No,Travel_Rarely,91,506,3907,46884,Research & Development,29,1,Medical,2,Male,3,1,1,1,No,13,3,2,80,3,6,2,4,6,2,1,2
1232,46,Single,Healthcare Representative,No,Travel_Rarely,34,717,5562,66744,Research & Development,13,4,Life Sciences,3,Male,3,2,2,6,No,14,3,4,80,0,19,3,3,10,7,0,9
1233,35,Married,Manufacturing Director,No,Travel_Rarely,49,1370,6883,82596,Research & Development,27,4,Life Sciences,4,Male,3,2,3,2,No,16,3,2,80,1,17,3,3,7,7,0,7
1234,30,Married,Research Scientist,No,Travel_Rarely,33,793,2862,34344,Research & Development,16,1,Life Sciences,2,Male,3,1,4,1,No,12,3,2,80,1,10,2,2,10,0,0,8
1235,47,Married,Sales Executive,No,Non-Travel,87,543,4978,59736,Sales,2,4,Marketing,3,Male,3,2,2,7,No,11,3,4,80,1,4,3,1,1,0,0,0
1236,46,Divorced,Sales Executive,No,Travel_Rarely,74,1277,10368,124416,Sales,2,3,Life Sciences,3,Male,3,3,4,4,Yes,12,3,2,80,1,13,5,2,10,6,0,3
1237,36,Divorced,Sales Executive,Yes,Travel_Rarely,96,1456,6134,73608,Sales,13,5,Marketing,2,Male,2,2,1,5,Yes,13,3,2,80,3,16,3,3,2,2,2,2
1238,32,Single,Sales Executive,Yes,Travel_Rarely,34,964,6735,80820,Sales,1,2,Life Sciences,1,Male,1,2,2,6,No,15,3,2,80,0,10,2,3,0,0,0,0
1239,23,Single,Laboratory Technician,No,Travel_Rarely,51,160,3295,39540,Research & Development,4,1,Medical,3,Female,3,1,2,1,No,13,3,3,80,0,3,3,1,3,2,1,2
1240,31,Single,Manufacturing Director,No,Travel_Frequently,30,163,5238,62856,Research & Development,24,1,Technical Degree,4,Female,3,2,4,2,No,20,4,4,80,0,9,3,2,5,4,1,4
1241,39,Married,Laboratory Technician,No,Non-Travel,77,792,6472,77664,Research & Development,1,3,Life Sciences,4,Male,3,2,4,1,Yes,15,3,4,80,1,9,2,3,9,8,5,8
1242,32,Married,Sales Executive,No,Travel_Rarely,80,371,9610,115320,Sales,19,3,Life Sciences,4,Male,1,3,3,3,No,13,3,3,80,1,10,2,1,4,3,0,2
1243,40,Single,Manager,No,Travel_Rarely,88,611,19833,237996,Sales,7,4,Medical,2,Male,3,5,2,1,No,14,3,2,80,0,21,3,2,21,8,12,8
1244,45,Married,Human Resources,No,Travel_Rarely,56,176,9756,117072,Human Resources,4,3,Life Sciences,3,Female,1,3,3,4,No,21,4,3,80,2,9,2,4,5,0,0,3
1245,30,Single,Research Scientist,No,Travel_Frequently,78,1312,4968,59616,Research & Development,2,4,Technical Degree,4,Female,2,1,1,0,No,16,3,4,80,0,10,2,3,9,7,0,7
1246,24,Married,Human Resources,No,Travel_Frequently,59,897,2145,25740,Human Resources,10,3,Medical,1,Male,3,1,4,0,No,14,3,4,80,1,3,2,3,2,2,2,1
1247,30,Divorced,Human Resources,Yes,Travel_Frequently,66,600,2180,26160,Human Resources,8,3,Human Resources,3,Female,2,1,4,6,No,11,3,3,80,1,6,0,2,4,2,1,2
1248,31,Married,Sales Executive,No,Travel_Rarely,51,1003,8346,100152,Sales,5,3,Technical Degree,1,Male,3,2,3,1,No,19,3,3,80,1,6,3,3,5,2,0,2
1249,27,Single,Research Scientist,No,Travel_Rarely,67,1054,3445,41340,Research & Development,8,3,Medical,3,Female,3,1,4,1,No,11,3,3,80,0,6,5,2,6,2,1,4
1250,29,Single,Sales Representative,Yes,Travel_Rarely,52,428,2760,33120,Sales,9,3,Marketing,2,Female,1,1,2,1,No,13,3,3,80,0,2,3,3,2,2,2,2
1251,29,Single,Healthcare Representative,No,Travel_Frequently,70,461,6294,75528,Research & Development,1,3,Life Sciences,4,Male,4,2,3,8,Yes,12,3,4,80,0,10,5,4,3,2,0,2
1252,30,Divorced,Sales Executive,No,Travel_Rarely,94,979,7140,85680,Sales,15,2,Marketing,3,Male,2,3,1,2,No,11,3,1,80,1,12,2,3,7,7,1,7
1253,34,Married,Research Scientist,No,Travel_Rarely,97,181,2932,35184,Research & Development,2,4,Medical,4,Male,4,1,4,0,Yes,14,3,1,80,3,6,3,3,5,0,1,2
1254,33,Single,Sales Executive,No,Non-Travel,62,1283,5147,61764,Sales,2,3,Marketing,4,Female,3,2,2,8,No,15,3,4,80,0,13,2,2,11,7,1,7
1255,49,Single,Sales Executive,No,Travel_Rarely,80,1313,4507,54084,Sales,11,4,Marketing,4,Female,3,2,4,3,No,12,3,3,80,0,8,1,4,5,1,0,4
1256,33,Single,Sales Executive,Yes,Travel_Rarely,74,211,8564,102768,Sales,16,3,Life Sciences,1,Female,3,3,1,2,Yes,20,4,3,80,0,11,2,2,0,0,0,0
1257,38,Married,Laboratory Technician,No,Travel_Frequently,75,594,2468,29616,Research & Development,2,2,Medical,3,Female,2,1,2,4,No,14,3,2,80,1,9,4,2,6,1,0,5
1258,31,Married,Sales Executive,Yes,Travel_Rarely,70,1079,8161,97932,Sales,16,4,Marketing,1,Male,3,3,3,2,No,13,3,1,80,3,10,2,3,1,0,0,0
1259,29,Divorced,Research Scientist,No,Travel_Rarely,91,590,2109,25308,Research & Development,4,3,Technical Degree,4,Female,2,1,1,1,No,13,3,3,80,1,1,2,3,1,0,0,0
1260,30,Married,Healthcare Representative,No,Travel_Rarely,58,305,5294,63528,Research & Development,16,3,Life Sciences,3,Male,4,2,3,3,No,16,3,3,80,1,10,3,3,7,0,1,7
1261,32,Single,Research Scientist,No,Non-Travel,65,953,2718,32616,Research & Development,5,4,Technical Degree,2,Male,3,1,2,2,No,14,3,2,80,0,12,3,3,7,7,0,7
1262,38,Married,Healthcare Representative,No,Travel_Rarely,60,833,5811,69732,Research & Development,18,3,Medical,2,Male,1,2,4,3,Yes,16,3,3,80,1,15,2,3,1,0,1,0
1263,43,Married,Research Scientist,Yes,Travel_Frequently,38,807,2437,29244,Research & Development,17,3,Technical Degree,3,Male,2,1,3,9,Yes,16,3,4,80,1,6,4,3,1,0,0,0
1264,42,Divorced,Laboratory Technician,No,Travel_Rarely,57,855,2766,33192,Research & Development,12,3,Medical,2,Male,3,1,2,8,No,22,4,2,80,3,7,6,2,5,3,0,4
1265,55,Married,Research Director,No,Travel_Rarely,60,478,19038,228456,Research & Development,2,3,Medical,3,Male,2,5,1,8,No,12,3,2,80,3,34,2,3,1,0,0,0
1266,33,Divorced,Research Scientist,No,Non-Travel,90,775,3055,36660,Research & Development,4,3,Technical Degree,4,Male,3,2,2,5,No,15,3,4,80,2,11,2,2,9,8,1,7
1267,41,Divorced,Laboratory Technician,No,Travel_Rarely,94,548,2289,27468,Research & Development,9,4,Life Sciences,3,Male,3,1,1,1,No,20,4,2,80,2,5,2,3,5,3,0,4
1268,34,Divorced,Sales Executive,No,Non-Travel,87,1375,4001,48012,Sales,10,3,Life Sciences,4,Male,3,2,3,1,Yes,14,3,3,80,1,15,3,3,15,14,0,7
1269,53,Married,Manufacturing Director,No,Non-Travel,60,661,12965,155580,Research & Development,1,4,Medical,1,Female,2,4,3,4,Yes,20,4,4,80,3,27,2,2,3,2,0,2
1270,43,Single,Human Resources,No,Travel_Rarely,97,244,3539,42468,Human Resources,2,3,Life Sciences,2,Male,3,1,4,0,No,13,3,2,80,0,10,5,3,9,7,1,8
1271,34,Single,Sales Executive,No,Travel_Rarely,32,511,6029,72348,Sales,3,2,Life Sciences,4,Female,1,2,4,5,No,12,3,1,80,0,6,3,3,2,2,2,2
1272,21,Single,Sales Representative,Yes,Travel_Rarely,31,337,2679,32148,Sales,7,1,Marketing,2,Male,3,1,2,1,No,13,3,2,80,0,1,3,3,1,0,1,0
1273,38,Married,Laboratory Technician,No,Travel_Rarely,40,1153,3702,44424,Research & Development,6,2,Other,4,Female,2,1,3,1,No,11,3,2,80,1,5,3,3,5,4,0,4
1274,22,Married,Laboratory Technician,Yes,Travel_Rarely,79,1294,2398,28776,Research & Development,8,1,Medical,3,Female,3,1,1,1,Yes,17,3,3,80,0,1,6,3,1,0,0,0
1275,31,Married,Sales Executive,No,Travel_Rarely,91,196,5468,65616,Sales,29,4,Marketing,1,Female,2,2,4,1,No,14,3,1,80,2,13,3,3,12,7,5,7
1276,51,Married,Manager,No,Travel_Rarely,53,942,13116,157392,Research & Development,3,3,Technical Degree,1,Female,3,3,3,2,No,11,3,4,80,0,15,2,3,2,2,2,2
1277,37,Married,Sales Executive,No,Travel_Rarely,46,589,4189,50268,Sales,9,2,Marketing,2,Male,2,2,2,1,No,14,3,1,80,2,5,2,3,5,2,0,3
1278,46,Divorced,Research Director,No,Travel_Rarely,46,734,19328,231936,Research & Development,2,4,Medical,3,Male,3,5,4,7,Yes,17,3,3,80,1,24,3,3,2,1,2,2
1279,36,Married,Healthcare Representative,No,Travel_Rarely,90,1383,8321,99852,Research & Development,10,3,Life Sciences,4,Male,3,3,1,7,Yes,13,3,4,80,1,15,1,3,12,8,5,7
1280,44,Divorced,Research Scientist,Yes,Travel_Frequently,99,429,2342,28104,Research & Development,1,2,Medical,3,Male,3,1,2,1,Yes,12,3,3,80,3,6,2,2,5,3,2,3
1281,37,Divorced,Human Resources,No,Travel_Rarely,89,1239,4071,48852,Human Resources,8,2,Other,3,Male,3,2,2,2,No,13,3,3,80,0,19,4,2,10,0,4,7
1282,35,Single,Sales Executive,Yes,Travel_Rarely,84,303,5813,69756,Sales,27,3,Life Sciences,3,Male,3,2,4,1,Yes,18,3,4,80,0,10,2,3,10,7,7,7
1283,33,Married,Research Scientist,No,Travel_Rarely,90,867,3143,37716,Research & Development,8,4,Life Sciences,4,Male,4,1,1,6,No,19,3,2,80,1,14,1,3,10,8,7,6
1284,28,Married,Research Scientist,No,Travel_Rarely,82,1181,2044,24528,Research & Development,1,3,Life Sciences,3,Male,3,1,4,1,No,11,3,3,80,1,5,6,4,5,3,0,3
1285,39,Single,Research Director,No,Travel_Rarely,65,1253,13464,161568,Research & Development,10,1,Medical,3,Male,3,3,3,7,No,21,4,3,80,0,9,3,3,4,3,2,2
1286,46,Single,Sales Executive,No,Non-Travel,98,849,7991,95892,Sales,26,2,Life Sciences,2,Male,2,2,2,8,No,15,3,3,80,0,6,3,3,2,2,2,2
1287,40,Married,Laboratory Technician,No,Travel_Rarely,99,616,3377,40524,Research & Development,2,2,Life Sciences,3,Female,3,1,1,4,No,17,3,4,80,1,7,5,2,4,3,0,2
1288,42,Married,Healthcare Representative,No,Travel_Rarely,95,1128,5538,66456,Research & Development,13,3,Medical,2,Male,4,2,1,5,No,18,3,3,80,2,10,2,2,0,0,0,0
1289,35,Divorced,Manufacturing Director,No,Non-Travel,90,1180,5762,69144,Research & Development,2,2,Medical,2,Male,3,2,4,2,No,14,3,3,80,1,15,6,3,7,7,1,7
1290,38,Divorced,Human Resources,No,Non-Travel,100,1336,2592,31104,Human Resources,2,3,Human Resources,1,Male,3,1,2,5,No,13,3,4,80,3,13,3,3,11,10,3,8
1291,34,Married,Laboratory Technician,Yes,Travel_Frequently,93,234,5346,64152,Research & Development,9,4,Life Sciences,4,Male,3,2,1,4,No,17,3,3,80,1,11,3,2,7,1,0,7
1292,37,Single,Manufacturing Director,Yes,Travel_Rarely,58,370,4213,50556,Research & Development,10,4,Medical,4,Male,3,2,1,1,No,15,3,2,80,0,10,4,1,10,3,0,8
1293,39,Divorced,Sales Executive,No,Travel_Frequently,83,766,4127,49524,Sales,20,3,Life Sciences,3,Male,3,2,4,2,No,18,3,4,80,1,7,6,3,2,1,2,2
1294,43,Single,Research Scientist,No,Non-Travel,52,343,2438,29256,Research & Development,9,3,Life Sciences,1,Male,3,1,3,4,No,13,3,3,80,0,7,2,2,3,2,1,2
1295,41,Single,Healthcare Representative,No,Travel_Rarely,85,447,6870,82440,Research & Development,5,3,Life Sciences,2,Male,4,2,2,3,No,12,3,1,80,0,11,3,1,3,2,1,2
1296,41,Divorced,Sales Executive,No,Travel_Rarely,81,796,10447,125364,Sales,4,1,Marketing,3,Female,3,3,3,0,Yes,13,3,4,80,1,23,3,4,22,14,13,5
1297,30,Single,Manufacturing Director,No,Travel_Rarely,64,1092,9667,116004,Research & Development,10,3,Medical,1,Female,3,3,3,9,No,14,3,2,80,0,9,3,3,7,7,0,2
1298,26,Married,Human Resources,Yes,Travel_Rarely,69,920,2148,25776,Human Resources,20,2,Medical,4,Female,3,1,2,0,Yes,11,3,3,80,0,6,3,3,5,1,1,4
1299,46,Married,Healthcare Representative,Yes,Travel_Rarely,66,261,8926,107112,Research & Development,21,2,Medical,4,Female,3,2,2,4,No,22,4,4,80,1,13,2,4,9,7,3,7
1300,40,Divorced,Healthcare Representative,No,Travel_Rarely,52,1194,6513,78156,Research & Development,1,3,Life Sciences,3,Female,3,2,4,4,No,17,3,4,80,1,12,3,3,5,3,0,3
1301,34,Married,Sales Executive,No,Travel_Rarely,92,810,6799,81588,Sales,8,2,Technical Degree,2,Male,4,2,3,1,No,21,4,3,80,2,10,5,3,10,8,4,8
1302,58,Divorced,Manager,No,Non-Travel,52,350,16291,195492,Sales,2,3,Medical,2,Male,3,4,2,4,No,22,4,4,80,1,37,0,2,16,9,14,14
1303,35,Married,Laboratory Technician,No,Travel_Rarely,91,185,2705,32460,Research & Development,23,4,Medical,2,Male,1,1,3,0,No,16,3,2,80,1,6,2,4,5,4,0,3
1304,47,Divorced,Manufacturing Director,No,Travel_Rarely,92,1001,10333,123996,Research & Development,4,3,Life Sciences,3,Female,2,3,2,8,Yes,12,3,3,80,1,28,4,3,22,11,14,10
1305,40,Divorced,Healthcare Representative,No,Travel_Rarely,47,750,4448,53376,Research & Development,12,3,Life Sciences,2,Female,3,2,1,2,No,12,3,2,80,1,15,3,3,7,4,7,7
1306,54,Married,Research Scientist,No,Travel_Rarely,68,431,6854,82248,Research & Development,7,4,Medical,4,Female,3,2,4,4,No,15,3,2,80,1,14,2,2,7,1,1,7
1307,31,Married,Sales Executive,No,Travel_Frequently,68,1125,9637,115644,Sales,7,4,Marketing,1,Female,3,3,1,2,No,14,3,4,80,2,9,3,3,3,2,2,2
1308,28,Married,Research Scientist,No,Travel_Rarely,67,1217,3591,43092,Research & Development,1,3,Medical,3,Female,3,1,1,1,No,25,4,3,80,1,3,3,3,3,2,1,2
1309,38,Married,Sales Representative,No,Travel_Rarely,77,723,5405,64860,Sales,2,4,Marketing,2,Female,1,2,4,2,Yes,20,4,1,80,2,20,4,2,4,2,0,3
1310,26,Single,Sales Executive,No,Travel_Rarely,46,572,4684,56208,Sales,10,3,Medical,3,Male,3,2,4,1,No,13,3,1,80,0,5,4,3,5,3,1,2
1311,58,Married,Research Director,No,Travel_Frequently,87,1216,15787,189444,Research & Development,15,4,Life Sciences,1,Male,3,4,3,2,Yes,14,3,2,80,0,23,3,3,2,2,2,2
1312,18,Single,Research Scientist,No,Non-Travel,33,1431,1514,18168,Research & Development,14,3,Medical,2,Female,3,1,3,1,No,16,3,3,80,0,0,4,1,0,0,0,0
1313,31,Married,Human Resources,Yes,Travel_Rarely,89,359,2956,35472,Human Resources,18,5,Human Resources,4,Male,4,1,1,0,No,17,3,3,80,0,2,4,3,1,0,0,0
1314,29,Divorced,Human Resources,Yes,Travel_Rarely,56,350,2335,28020,Human Resources,13,3,Human Resources,1,Male,2,1,1,4,Yes,15,3,4,80,3,4,3,3,2,2,2,0
1315,45,Married,Sales Executive,No,Non-Travel,67,589,5154,61848,Sales,2,4,Life Sciences,3,Female,3,2,3,4,No,22,4,2,80,2,10,3,4,8,7,5,7
1316,36,Married,Research Scientist,No,Travel_Rarely,73,430,6962,83544,Research & Development,2,4,Other,4,Female,3,2,2,4,Yes,22,4,4,80,1,15,2,3,1,0,0,0
1317,43,Married,Sales Executive,No,Travel_Frequently,92,1422,5675,68100,Sales,2,4,Life Sciences,1,Male,3,2,4,1,No,20,4,3,80,1,7,5,3,7,7,7,7
1318,27,Single,Laboratory Technician,No,Travel_Frequently,53,1297,2379,28548,Research & Development,5,2,Life Sciences,4,Female,3,1,4,0,Yes,14,3,3,80,0,6,3,2,5,4,0,2
1319,29,Married,Laboratory Technician,No,Travel_Frequently,40,574,3812,45744,Research & Development,20,1,Medical,4,Male,3,1,4,1,No,13,3,2,80,0,11,3,4,11,8,3,10
